id,isi_berita,label
94,"Seattle - Bilal Hasan tampil mengesankan pada debutnya mentas di UFC . Untuk bisa merebut titel, fighter berdarah Indonesia itu punya jalan panjang. Bilal mentas di UFC akhir pekan lalu. Ia melawan Nilson Rojas pada kelas terbang di UFC Shanghai, dan menang KO pada ronde kedua. Bilal langsung digadang-gadang jadi bintang UFC berikutnya. Namun sebelum itu, ia harus bisa memenangi duel-duel berikutnya. SCROLL TO CONTINUE WITH CONTENT Kemenangan atas Rojas belum membuat Bilal masuk ranking 15 besar fighter UFC. Petarung berjuluk The IndoNinja itu menegaskan, akan ada jalan panjang untuk bisa merebut titel. Bilal memprediksi, dirinya butuh tujuh pertarungan untuk bisa bersaing meraih sabuk juara. Ia harus melawan beberapa fighter di luar ranking lebih dulu. ADVERTISEMENT Baca juga: Bilal Hasan Bikin Legenda UFC Ini Kagum ""Mungkin saya ingin bertarung melawan dua atau tiga petarung di luar peringkat 15 besar, kemudian saya ingin tiga pertarungan melawan peringkat 15 besar, dengan yang keempat akan jadi perebutan gelar,"" kata Bilal Hasan dalam interview di chanel Youtube Jaiden Cable. ""Jadi mungkin itu, (butuh) tujuh pertarungan,"" katanya. Saat ini sabuk kelas terbang dipegang Joshua Van. Bilal ditanya kapan kira-kira ia bisa mengejar The Fearless? ""Saya tak tahu. Dia (Van) harus mengalahkan Alexander Pantoja (ranking pertama UFC) dulu, dan Pantoja itu lawan yang tangguh. Jadi, mungkin sekitar satu setengah tahun lagi,"" kata Bilal Hasan menargetkan. Baca juga: Bilal Hasan Ucap Syukur Usai Menangi Debut UFC: Alhamdulillah Video: Menlu AS Bicara Alasan Pemasangan Ring UFC di Halaman Gedung Putih Video: Menlu AS Bicara Alasan Pemasangan Ring UFC di Halaman Gedung Putih (yna/rin) ... Tautan telah disalin bilal hasan ufc kelas terbang ufc",sport
95,"Jakarta - Tunggal putra Indonesia, Jonatan Christie, menelan kekalahan di ajang China Masters. Pada babak kedua, Jojo dikalahkan Jason Gunawan 16-21 dan 16-21. Di Arena Shenzhen, Shenzhen, Kamis (3/9/2026) pagi WIB, Jojo menjalani pertandingan selama 45 menit melawan Jason. Pertarungan gim pertama berjalan sengit dan imbang sampai 14-14. Setelah itu, Jason tak terkejar. Pemain asal Hong Kong itu akhirnya menyudahi perjuangan Jojo dengan skor 21-16. SCROLL TO CONTINUE WITH CONTENT Baca juga: China Masters 2026: Jonatan Christie Kalahkan Leong Jun Hao, Maju ke 16 Besar Pada gim kedua, Jojo juga menjalani pertarungan sengit melawan Jason. Skor imbang antara Jojo dan Jason bertahan sampai 13-13. Saat fase krusial, Jason kembali tampil lebih prima untuk merebut kemenangan 21-16. ADVERTISEMENT Dengan hasil ini, wakil Indonesia di nomor tunggal putra China Masters pun habis. Indonesia masih mempunyai beberapa wakil di nomor ganda putra. Sabar Karyaman Gutama/Muhammad Reza Pahlevi Isfahani, Ali Faathir Rayhan/Devin Artha Wahyudi, dan Leo Rolly Carnando/Daniel Marthin merupakan deretan pemain Indonesia yang masih berjuang. Baca juga: Jonatan Christie Sempat Tegang, Nyaris Tersusul, tapi Akhirnya Menang Video: Comeback, Jonatan Christie Juara Denmark Open 2025 Video: Comeback, Jonatan Christie Juara Denmark Open 2025 (cas/krs) ... Tautan telah disalin china masters 2026 jonatan christie jason gunawan hasil china masters china masters",sport
96,"Jakarta - Jakarta International 10K akan memasuki edisi ke-15 tahun ini. Spesialnya adalah event ini digelar bersamaan dengan perayaan Hari Olahraga Nasional. Setelah sukses rangkaian Milo Activ Indonesia Race 2026 di Yogyakarta, Medan, Bandung, dan Surabaya yang diikuti lebih dari 25.000 peserta, maka akan digelar acara puncak berupa ajang lari Jakarta International 10K, Minggu (13/9). Diselenggarakan di Gelora Bung Karno, Jakarta, Minggu, (13/9), ajang lari ini akan diikuti sekitar 25.000 peserta yang akan berpartisipasi dalam empat kategori, yaitu 10K Open, 10K Closed, 5K, dan Family Run 2,5K. Untuk edisi kali ini akan bertepatan dengan perayaan Haornas yang jatuh pada 9 September. SCROLL TO CONTINUE WITH CONTENT Menteri Pemuda dan Olahraga Republik Indonesia Erick Thohir mengapresiasi Nestle Milo yang terus berkomitmen menggelar ajang Jakarta 10K ini. Sebab ini jadi wujud nyata perusahaan itu dalam upaya menyehatkan kehidupan bangsa lewat ekosistem olahraga. ""Mewujudkan masyarakat Indonesia yang lebih sehat dan aktif melalui olahraga memerlukan kolaborasi yang kuat dari berbagai pihak. Apresiasi kami atas komitmen Nestle Milo yang secara konsisten menghadirkan program dan kegiatan yang mendukung partisipasi masyarakat dalam olahraga, termasuk melalui Milo Activ Indonesia Race 2026 Jakarta International 10K. Inisiatif ini sejalan dengan upaya bersama untuk membudayakan olahraga di tengah masyarakat. Ke depan, kami berharap sinergi antara pemerintah, sektor swasta, komunitas, dan masyarakat dapat terus diperkuat untuk membangun ekosistem olahraga yang semakin inklusif, berkelanjutan, dan berdampak positif bagi Indonesia,"" ujar Erick dalam rilis kepada detikSport. ADVERTISEMENT Sebagai Brand yang berkomitmen mendorong gaya hidup aktif, Nestle Milo menyadari pentingnya peran olahraga dalam membantu masyarakat menjaga kesehatan sekaligus membangun nilai-nilai karakter positif dalam kehidupan. ""Setelah sukses menyelenggarakan rangkaian MILO ACTIV Indonesia Race 2026 di empat kota, kami sangat antusias membawa semangat ini ke Ibu Kota melalui MILO ACTIV Indonesia Race 2026 Jakarta International 10K. Kami berharap ajang ini dapat menginspirasi masyarakat dari berbagai usia dan latar belakang untuk terus aktif, menikmati olahraga, serta membawa semangat #EnergiTanpaBatas ke dalam kehidupan sehari-hari,"" ujar Marketing Manager Beverages & Confectionery Business Unit PT Nestle Indonesia Alaa Shaaban. Baca juga: Indonesia Race 2026 Berakhir di Surabaya, Ada 6.000 Pelari Seperti biasa Jakarta International 10K menghadirkan kategori 10K Open yang terbuka bagi pelari Indonesia maupun peserta dari berbagai negara di dunia. Kehadiran peserta internasional menegaskan komitmen dalam menghadirkan wadah olahraga yang inklusif, yang mempertemukan masyarakat melalui semangat yang sama terhadap olahraga lari dan gaya hidup aktif. Melalui Jakarta International 10K, Nestle Milo ingin mendorong partisipasi masyarakat yang lebih luas dalam olahraga sekaligus berkontribusi dalam memperkuat posisi Jakarta sebagai salah satu destinasi yang dinamis bagi penyelenggaraan ajang olahraga internasional. ""Bagi saya, lari bukan hanya tentang jarak atau kecepatan, tetapi juga tentang konsistensi, keberanian untuk menantang diri sendiri, dan komunitas yang saling mendukung. Milo Activ Indonesia Race 2026 Jakarta International 10K menjadi kesempatan yang menarik karena mempertemukan pelari dengan berbagai latar belakang, termasuk pelari internasional. Saya berharap semakin banyak masyarakat yang terinspirasi untuk mulai berlari dan menjadikan olahraga sebagai bagian dari gaya hidup mereka,"" papar penggiat olahraga lari Shanada Jzen. Untuk tahun ini, Kementerian Pemuda dan Olahraga (Kemenpora) dan Nestle Milo berkolaborasi mendukung Indonesia Sports Summit (ISS) 2026, sebuah wadah olahraga berskala nasional yang mempertemukan para pemangku kepentingan olahraga untuk memperkuat kolaborasi dan mendorong kemajuan ekosistem olahraga di Indonesia. Race Pack Collection (RPC) Jakarta 10K akan diselenggarakan selama ISS 2026, yang bertujuan membangun antusiasme dan mempererat koneksi antara pelari, komunitas olahraga, serta pemangku kepentingan menjelang hari perlombaan. Baca juga: Ketika Lari, Kuliner, dan Musik Dipadukan Video Erick Thohir di Depan Gilberto Silva: Kayaknya Tahun Ini Arsenal Juara Video Erick Thohir di Depan Gilberto Silva: Kayaknya Tahun Ini Arsenal Juara (mrp/ran) ... Tautan telah disalin jakarta international 10k jakarta 10k haornas menpora erick thohir",sport
97,"Nusa Dua - Dua petenis Indonesia menyusul Nathan Barki lolos ke Babak Kedua Seri IV M-15 Men's World Tennis Championship, Rafalentino Da Costa dan Anthony Susanto. Pada pertandingan Babak Pertama di Lapangan A, Bali Beach Country Club, Nusa Dua, Rabu (2/9/2026) , Rafalentino menghadapi Shanker Heisnam asal India. Meski sempat tertinggal jauh 1-5 di set pertama, Rafalentino tidak goyah dan malah bisa menyamakan skor 5-5, sebelum akhirnya menang dengan skor 7-5. SCROLL TO CONTINUE WITH CONTENT Keberhasilan comeback di set pertama bikin Rafalentino terpacu semangatnya dan bisa menang mudah di set kedua dengan skor 6-0 dalam waktu 1 jam 14 menit. Rafalentino mengaku kaget dengan pola permainan lawannya di set pertama. Dia sempat tertekan dengan gaya lawannya sebelum bisa menemukan celah untuk melakukan serangan balik. ADVERTISEMENT Baca juga: Men's World Tennis Championship: Nathan Barki Lolos ke Babak Kedua ""Saya kaget melihat lawan yang agresif, sehingga tertekan dan banyak melakukan kesalahan sendiri. Namun saat mampu meredam serangan-serangan dan mulai dapat mengejar defisit poin, lalu menyamakan skor 5-5, saya makin termotivasi dan percaya diri untuk memenangi pertandingan,"" ujar Rafalentino dalam rilis kepada detikSport. Satu lagi petenis Indonesia yang lolos adalah Anthony Susanto usai mengalahkan Hitesh Chauhan dua set langsung 6-5 dan 6-1. Sayangnya, Anthony harus menghadapi Nathan Barki untuk berebut tiket perempatfinal, Kamis (3/9). Petenis Indonesia yang gagal lolos adalah Gunawan Trismuwantara. Petenis jalur kualifikasi ini harus kalah dari Karan Singh yang merupakan unggulan keempat, dengan dua set langsung 3-6 dan 5-7. Sempat kalah 3-6 di set pertama, Gunawan sebenarnya memberikan perlawan keras hingga skor imbang 5-5 di set kedua. Namun dengan ketenangan dan juga pengalaman dari Karan yang berusia 23 tahun itu berhasil mematahkan servis dari Gunawan pada gim ke-12, untuk menutup laga dengan skor akhir 7-5. Baca juga: Men's World Tennis Championship: Gunawan Tembus Babak Utama Seri IV Video Arteta Siap Tantang Napoli di Liga Champions: Rekor Kandang Mereka Kuat! Video Arteta Siap Tantang Napoli di Liga Champions: Rekor Kandang Mereka Kuat! (mrp/ran) ... Tautan telah disalin men's world tennis championship 2026 amman mineral men's world tennis championship 2026 anthony susanto",sport
98,"Jakarta - Kemajuan olahraga suatu negara bukan cuma soal kemampuan Atlet, namun banyak fakto yang mempengaruhi. Sistem pembinaan, sport science, infrastruktur, kompetisi, tata kelola, hingga kebijakan yang berkelanjutan turut menjadi faktor penting. Persoalan tersebut akan menjadi salah satu bahasan dalam bedah buku 'Membangun Otot di Negeri Kertas' karya Sadik Algadri yang digelar di Gedung Serbaguna GBK, Jakarta, Sabtu (5/9/2026). Forum tersebut mempertemukan sejumlah tokoh dari latar belakang berbeda, mulai dari akademisi, wartawan senior olahraga, hingga praktisi dan insan olahraga. Akademisi sekaligus filsuf Rocky Gerung bakal turut membedah isi buku tersebut. SCROLL TO CONTINUE WITH CONTENT ""Olahraga Indonesia tidak cukup hanya memiliki atlet-atlet berbakat. Kita membutuhkan ekosistem olahraga yang kuat, profesional, berbasis ilmu pengetahuan, dan berkelanjutan,"" kata Sadik. ""Saya percaya, prestasi internasional tidak lahir hanya dari atlet yang hebat. Prestasi membutuhkan ekosistem yang kuat,"" sambungnya. ADVERTISEMENT Baca juga: Pesan Wapres Gibran ke Menpora Saat Pimpin Rapat DBON Melalui buku Membangun Otot di Negeri Kertas, Sadik- mantan atlet judo nasional Indonesia - mencoba membongkar berbagai persoalan yang selama ini membelenggu olahraga Indonesia. ""Saya ingin melihat atlet-atlet Indonesia berdiri sejajar dengan atlet terbaik dunia. Bukan sebagai pelengkap kompetisi. Bukan sekadar penggembira. Tetapi sebagai kekuatan yang diperhitungkan,"" tandasnya. Rocky merasa Indonesia punya banyak masalah dalam memajukan olahraga. Dia merasa buku ini bisa menjadi rujukan dalam mengelola olahraga. ""Indonesia menumpuk regulasi, menerbitkan undang-undang, serta memproduksi jargon-jargon teknokratis yang megah-mulai dari sport science, long-term athlete development, hingga produk mutakhir berupa Desain Besar Olahraga Nasional (DBON),"" kata Rocky. ""Buku Membangun Otot di Negeri Kertas, bukan sekadar gagasan brilian, tapi juga solusi untuk meningkatkan prestasi olahraga nasional Indonesia,"" pungkasnya. Video Arteta Siap Tantang Napoli di Liga Champions: Rekor Kandang Mereka Kuat! Video Arteta Siap Tantang Napoli di Liga Champions: Rekor Kandang Mereka Kuat! (ran/yna) ... Tautan telah disalin olahraga indonesia",sport
99,"Jakarta - MotoGP Indonesia 2026 akan digelar awal Oktober. Persiapan pun sudah dilakukan sejak dini agar event bisa berjalan sukses di dalam maupun luar lintasan. Untuk MotoGP 2026 , balapan digelar 9-11 Oktober di di Sirkuit Mandalika, Lombok Tengah, NTB. Mengingat Mandalika adalah seri ke-17 dari 22 balapan musim ini, maka persaingan diprediksi makin ketat di sana. Oleh karenanya, Indonesia sebagai tuan rumah tidak boleh main-main dalam mempersiapkan banyak hal, baik di dalam maupun luar lintasan. Untuk itulah InJourney Tourism Development Center (ITDC) sebagai panitia lokal akan melakukan kolaborasi pihak swasta dan BUMN. SCROLL TO CONTINUE WITH CONTENT Panitia akan mengatur sejumlah aspek krusial, mencakup akomodasi, transportasi, konektivitas, hingga logistik. Menurut ITDC, isu akomodasi dan transportasi yang selama ini disorot publik telah diantisipasi melalui skema terintegrasi yang disusun bersama para mitra seperti bank, travel agent, dan berbagai partner strategis lainnya. Salah satunya, ITDC bersama Mandalika Grand Prix Association (MGPA) menyiapkan paket yang menghubungkan tiket balapan dengan komponen perjalanan. ADVERTISEMENT ""Kalau pertanyaan kita kesulitan akomodasi, kesulitan transportasi rasanya akan terjawab dengan yang ditandatangani pada sore hari ini,"" ujar Direktur Utama ITDC Troy Warokka dalam rilis kepada detikSport. Skema tersebut meliputi akomodasi, transportasi udara dan laut, layanan airport hospitality, serta travel package. Kerjasama nantinya mencakup penanganan kargo yang dianggap sebagai elemen penting dalam operasional gelaran. Aktivitas cargo handling akan mulai bergerak sekitar dua minggu sebelum MotoGP Indonesia 2026 untuk memastikan kebutuhan logistik berjalan baik, terutama motor dan perlengkapan tim balap MotoGP. Bagi Troy, MotoGP bukan sekadar olahraga tapi juga bisnis. Itulah mengapa MotoGP sangat penting mendorong pariwisata dan perekonomian dengan meningkatkan kunjungan wisatawan, memperpanjang length of stay, serta mengungkit tourism spending. Menurut Troy, penyelenggaraan MotoGP 2025 menghasilkan dampak ekonomi sebesar Rp 4,9 triliun. Efeknya tidak hanya dirasakan di Mandalika, tetapi juga menjalar ke sejumlah daerah lain di Indonesia. Baca juga: Marc Marquez: Sirkuit Mandalika yang Terburuk Buatku Troy berharap pola kolaborasi yang dibangun untuk MotoGP Mandalika dapat berlanjut dalam jangka panjang. Troy menilai dukungan pemerintah, BUMN, sektor swasta, dan masyarakat menjadi faktor penting agar MotoGP terus digelar di Indonesia serta memberikan dampak ekonomi yang lebih besar. ""Dengan membangun ekosistem yang terintegrasi, kami ingin memastikan dampak MotoGP Indonesia tidak berhenti di sirkuit, tetapi mampu mendorong pergerakan wisatawan, memperpanjang lama tinggal, meningkatkan belanja wisatawan, serta memberikan manfaat yang lebih luas bagi industri pariwisata dan masyarakat di Lombok,"" sambungnya. Bagi masyarakat yang ingin menyaksikan langsung balapan di Mandalika, Presale 2 masih berlangsung hingga 16 September, dengan potongan harga hingga 20% untuk kategori Grandstand dan 10% untuk kategori VIP Hospitality. Berikut harga tiket untuk menonton MotoGP Indonesia 2026: - Regular Grandstand (Zona E, G, H, I): Rp 320.000 - Premium Grandstand Zona A: Rp 1.400.000 - Premium Grandstand Zona B, C, J, K: Rp 720.000 - VIP Hospitality - Deluxe Class: Rp 13.500.000 - VIP Hospitality - Luxury Tent T1: Rp 6.975.000 Baca juga: Pertamina MRS Siapkan Pebalap RI Bersaing di Level Dunia, Ini Buktinya Video MotoGP Mandalika Dongkrak Ekonomi NTB: Hotel-Penerbangan Penuh Video MotoGP Mandalika Dongkrak Ekonomi NTB: Hotel-Penerbangan Penuh (mrp/nds) ... Tautan telah disalin motogp indonesia motogp indonesia 2026 motogp mandalika 2026 motogp mandalika motogp 2026 injourney",sport
100,"Jakarta - Rider Ducati, Marc Marquez , mendominasi MotoGP Aragon 2026. Aprilia pun makin termotivasi bisa mengalahkan Baby Alien dalam perburuan gelar juara dunia. Marc Marquez memenangi sprint race dan main race MotoGP Aragon pada akhir pekan lalu. Oleh sebab itu, pebalap 33 tahun itu bisa menembus posisi kedua klasemen MotoGP. Dengan raihan 237 poin, Marc Marquez kini tinggal berjarak 19 angka dari jagoan Aprilia, Jorge Martin. Raihan angka Marc Marquez melewati Marco Bezzecchi dan kini unggul lima poin. SCROLL TO CONTINUE WITH CONTENT Baca juga: Marc Marquez Beri Pukulan untuk Rider-rider Aprilia! Bos Aprilia, Massimo Rivola, mengakui bahwa Marc Marquez masih menjadi rider terkuat di MotoGP. Oleh karena itu, Aprilia makin bersemangat mengalahkan Marc Marquez pada sisa musim ini. ADVERTISEMENT ""Memang benar kami telah melakukan langkah-langkah yang tepat, terutama untuk masa depan, tetapi itu saja tidak cukup: kami ada di sini dan kami harus berjuang hingga balapan terakhir melawan pesaing seperti Marquez, yang merupakan salah satu pebalap terkuat dalam sejarah. Mendapat kehormatan untuk bisa mencoba mengalahkannya adalah hal yang luar biasa dan menjadi motivasi yang sangat besar. Kami tidak akan menyerah sampai akhir,"" kata Rivola di GP One. Baca juga: Marc Marquez: Sirkuit Mandalika yang Terburuk Buatku ""Ada banyak hal yang bisa dipelajari dari Marc . Ketika dia tampak kesulitan, dia bisa menang tanpa mengambil risiko, karena dia tahu bahwa konsistensi adalah hal terpenting dari sekarang hingga akhir tahun. Dan ketika saatnya membawa pulang kemenangan, karena dia tahu dia yang terkuat, dia akan melakukannya. Kami harus belajar dari sikapnya,"" kata dia menambahkan. MotoGP 2026 akan lanjut lagi pada 13 September 2026. Balapan MotoGP San Marino yang akan digelar. Baca juga: Duel 300 Km/Jam Marc Marquez Vs Bezzecchi di Aragon: Motor seperti Nempel Video Pengakuan Marc Marquez Lakukan Blunder Fatal di Aragon Video Pengakuan Marc Marquez Lakukan Blunder Fatal di Aragon (cas/aff) ... Tautan telah disalin motogp 2026 aprilia marc marquez ducati klasemen motogp massimo rivola motogp",sport
101,"Jakarta - Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa buka suara soal Anggaran Pendapatan dan Belanja Negara (APBN) dipakai mendanai pembukaan rekening bank. Pembukaan rekening untuk masyarakat merupakan perintah Presiden Prabowo Subianto. Prabowo menugaskan PT Bank Rakyat Indonesia (Persero) Tbk (BRI) dan PT Bank Syariah Indonesia (Persero) Tbk (BSI) sebagai penyedia rekening bagi masyarakat. Purbaya juga membuka kemungkinan penggunaan APBN sebagai saldo awal pembukaan rekening. ""Mungkin ya. Kan kalau Rp 50 ribu kali sekian saya, nggak banyak-banyak amat lah kalau saya lihat,"" ungkap Purbaya kepada wartawan di kantor Kementerian Keuangan, Jakarta, Rabu (9/9/2026). SCROLL TO CONTINUE WITH CONTENT Baca juga: Masyarakat Dibuatkan Rekening Saldo Awal Rp 50 Ribu, Sumber APBN Rp 11 T Purbaya mengatakan, anggaran tersebut dialokasikan dari cadangan belanja pemerintah. Menurutnya, besaran anggaran tersebut cukup untuk memenuhi kebutuhan saldo awal pembukaan rekening. ADVERTISEMENT ""Cadangan belanja pemerintah ada, selalu ada. Saya lihat masih masuk,"" jelasnya. Diberitakan sebelumnya, Menteri Koordinator Perekonomian Airlangga Hartarto, mengatakan saldo awal pembukaan rekening bersumber dari APBN. Menurut perhitungannya, kira-kira butuh anggaran Rp 11 triliun untuk menjalankan program penyediaan rekening untuk masyarakat. ""Dananya dari APBN. Totalnya, kalau 200 juta penduduk kan berarti kira-kira 600 juta, atau sekitar Rp 11 T lah,"" ujar Airlangga di Kompleks Istana Kepresidenan, Jakarta Pusat, Rabu (9/9/2026). (ahi/hns) ... Tautan telah disalin apbn purbaya yudhi sadewa pembukaan rekening bank bank rakyat indonesia anggaran pemerintah saldo awal program sosial bank syariah indonesia",finance
102,"Jakarta - Semua masyarakat akan memiliki rekening bank. Presiden Prabowo Subianto telah menugaskan BRI dan Bank Syariah Indonesia untuk menyediakan rekening untuk masyarakat. Rencananya setiap rekening baru akan diberikan saldo awal sebesar Rp 50.000. Dana tersebut, menurut Menteri Koordinator Perekonomian Airlangga Hartarto bersumber dari APBN. Menurut perhitungannya, kira-kira butuh anggaran Rp 11 triliun untuk menjalankan program penyediaan rekening untuk masyarakat. SCROLL TO CONTINUE WITH CONTENT ""Dananya dari APBN. Totalnya, kalau 200 juta penduduk kan berarti kira-kira 600 juta, atau sekitar Rp 11 T lah,"" ujar Airlangga di Kompleks Istana Kepresidenan, Jakarta Pusat, Rabu (9/9/2026). Soal anggarannya akan masuk di APBN tahun ini atau tidak, dia enggan menjelaskan. Yang jelas soal anggarannya masih perlu dibahas. ADVERTISEMENT ""Anggaran nanti kita bahas, karena kan nggak semuanya langsung segitu. Kan nanti itunya (penyediaan rekeningnya) secara bertahap,"" kata Airlangga. Ketika masyarakat sudah menerima rekening tersebut, Airlangga bilang uang yang menjadi dana mengendap di awal sebesar Rp 50.000 bisa diambil sepenuhnya. ""Bisa, bisa ditarik ya,"" tuturnya. Tonton juga video ""TanyadetikFinance Utang Whoosh Beralih ke Kemenkeu, Ndak Bahaya Ta?"" [Gambas:Video 20detik] (hal/hns) ... Tautan telah disalin rekening bank saldo awal apbn program pemerintah prabowo subianto bank syariah indonesia anggaran negara bri perekonomian masyarakat indonesia",finance
103,"Jakarta - Perdana Menteri (PM) Singapura, Lawrence Wong, berencana menyumbangkan seluruh kenaikan gajinya selama lima tahun ke depan. Hal ini ia lakukan sebagai bentuk komitmen terhadap gagasan tentang revisi gaji politik adalah demi kepentingan negara. Gaji tahunan Wong akan naik menjadi US$ 3,6 juta atau sekitar Rp 63,22 miliar (kurs Rp 17.562) dari sebelumnya US$ 2,2 juta atau sekitar Rp 38,64. Gaji tersebut sudah termasuk bonus. Jika diakumulasi, Wong akan menyumbangkan gajinya sekitar US$ 1,4 juta atau sekitar Rp 24,59 miliar per tahun. Gaji PM Singapura ditetapkan dua kali lipat dari patokan gaji menteri tingkat pemula, yang akan direvisi menjadi US$ 1,8 juta dari US$ 1,1 juta. SCROLL TO CONTINUE WITH CONTENT ""Pemerintah akan terus membayar saya gaji yang telah ditetapkan dalam kerangka kerja yang ada, begitulah cara sistem kita bekerja. Kemudian saya akan menyumbangkan kenaikan gaji tersebut untuk tujuan amal yang sesuai,"" kata Wong dikutip dari The Straits Times , Rabu (9/9/2026). Baca juga: Bye Dolar AS! RI dan Singapura Perkuat Transaksi Pakai Mata Uang Lokal ADVERTISEMENT Ia mengatakan, keputusan tersebut menjadi bagian dari usulan komite peninjau untuk menaikkan gaji para pemegang jabatan politik di Singapura, termasuk semua menteri dan PM. Namun untuk jabatan PM tidak menerima bonus kinerja dan hanya mendapatkan bonus nasional. Wong juga mengaku tidak mendorong pejabat politik lainnya untuk mengikuti langkahnya. ""Pada umumnya, saya tidak percaya pada praktik mempertontonkan pemberian amal di depan umum. Namun, meskipun kerangka gaji merupakan keputusan Kabinet, sebagai Perdana Menteri, saya memikul tanggung jawab utama atas hal itu. Jadi, saya ingin menjelaskan bagaimana saya secara pribadi akan menangani kenaikan ini dan mengapa saya mengambil langkah perubahan ini karena saya percaya ini demi kepentingan Singapura,"" katanya. Wong mengatakan dirinya akan mengevaluasi kembali posisinya setelah lima tahun, dengan mempertimbangkan kondisi yang ada saat itu. Menurutnya, meski ingin terus mendukung tujuan-tujuan yang baik, ia tidak ingin membuat komitmen publik tanpa batas waktu. Ia juga tak ingin langkahnya justru menimbulkan anggapan bahwa perdana menteri berikutnya harus mengikuti pilihannya. Simak juga Video: Peringatan PM Singapura untuk Negara di Dunia: Kenali Bahaya [Gambas:Video 20detik] (ahi/ara) ... Tautan telah disalin pm singapura lawrence wong kenaikan gaji singapura",finance
104,"Jakarta - Harga emas Antam terus mengalami penurunan dan melanjutkan tren pelemahan sejak akhir pekan kemarin. Harga emas Antam 24 karat hari turun Rp 17.000 per gram berada di level Rp 2.610.000 per gram. Berdasarkan situs Logam Mulia Antam, Rabu (9/9/2026), satuan harga emas hari ini yang terkecil ukuran 0,5 gram berada di angka Rp 1.355.000. Sementara harga emas 10 gram dijual dengan harga Rp 25.595.000 dan ukuran emas terbesar yakni 1.000 gram (1 kg) dibanderol Rp 2.550.600.000. Jika ditarik dalam sepekan terakhir, harga emas Antam berada dalam rentang Rp 2.610.000-2.670.000 per gram. Sementara dalam sebulan terakhir, harga emas Antam bergerak dalam rentang Rp 2.610.000-2.768.000 per gram. SCROLL TO CONTINUE WITH CONTENT Buyback Emas Harga emas hari ini untuk buyback emas Antam juga turun Rp 20.000 dan berada di level Rp 2.460.000 per gram. Harga buyback adalah jika Anda ingin menjual emas, maka Antam akan membelinya dengan harga tersebut. Sesuai Peraturan Menteri Keuangan (PMK) Nomor 34 Tahun 2017, pembelian emas batangan akan dikenakan PPh 22 sebesar 0,9%. Jika ingin mendapatkan potongan pajak lebih rendah sebesar 0,45%, harus menyertakan NPWP untuk transaksinya. ADVERTISEMENT Rincian Harga Emas Hari Ini Harga emas 0,5 gram: Rp 1.355.000 Harga emas 1 gram: Rp 2.610.000 Harga emas 2 gram Rp 5.160.000 Harga emas 3 gram Rp 7.715.000 Harga emas 5 gram: Rp 12.825.000 Harga emas 10 gram: Rp 25.595.000 Harga emas 25 gram: Rp 63.862.000 Harga emas 50 gram: Rp 127.645.000 Harga emas 100 gram: Rp 255.212.000 Harga emas 250 gram: Rp 637.765.000 Harga emas 500 gram: Rp 1.275.320.000 Harga emas 1.000 gram: Rp 2.550.600.000 Demikian rincian harga emas hari ini keluaran Antam 1 gram hingga 1.000 gram, Rabu (9/9/2026). Lihat juga Video: Harga Emas Antam Ambruk Hari Ini [Gambas:Video 20detik] (igo/fdl) ... Tautan telah disalin harga emas antam penurunan harga emas buyback emas",finance
